"log_sqft_living","bedrooms","bathrooms","grade","waterfront"
8.07402621612406,4,2.5,10,0
6.8351845861473,2,1,7,0
7.48549160803075,3,2.5,7,0
7.46164039220858,3,1.75,7,0
8.21338173703457,5,1.75,9,0
7.98275770201111,4,2.5,9,0
7.11476944836646,4,1,7,0
7.60090245954208,3,2,7,0
7.32646561384032,3,2.25,7,0
6.94697599213542,2,1,7,0
7.02108396428914,4,1.5,6,0
8.01301211036892,3,1.75,8,0
7.50659178007084,3,2.25,8,0
7.22256601882217,3,1,7,0
8.0487882835342,4,3,9,0
7.40245152081824,3,1.5,7,0
7.88231491898027,4,2.5,9,0
7.9550742732627,4,2.5,9,0
7.50659178007084,3,2.5,7,0
7.07326971745971,3,1.5,7,0
7.539027055824,6,2.5,7,0
7.15461535691366,3,1.75,7,0
8.04558828080353,4,3.25,9,0
7.81197342962202,3,2.5,8,0
7.43838353004431,3,1,8,0
7.07326971745971,2,2,6,0
7.9373746961633,6,2.5,7,0
7.17011954344963,4,1,6,0
8.01961279440027,5,3,9,0
7.39633529380081,3,2.5,8,0
7.20042489294496,3,1,7,0
7.51207124583547,3,1.75,7,0
7.12286665859908,3,1,7,0
7.82404601085629,4,2,7,0
7.4730690880322,3,1.75,8,0
7.88608140177575,3,2,9,0
7.63046126178363,3,1.5,6,0
7.83991936001258,5,2.5,8,0
8.48260174664662,5,4.25,10,0
7.24422751560335,3,1.75,7,0
8.36170828857584,4,3.25,11,0
7.70975686445416,4,2.5,7,0
6.52209279817015,1,1,6,0
7.75790620835175,4,2.5,8,0
7.63530388625941,3,2.25,7,0
7.55485852104068,4,2,6,0
6.85646198459459,3,1,6,0
7.97590836016554,5,2.75,7,0
7.98275770201111,3,2.5,9,0
7.86710550031674,4,2.75,8,0
8.26359043261732,5,3,7,0
8.10772006191053,4,2.25,8,0
7.57044325205737,5,1.5,8,0
7.82803803212583,4,2.25,9,0
7.88608140177575,4,2.5,9,0
7.44424864949671,3,2,7,0
7.18538701558042,2,1,6,0
6.86693328446188,2,1,6,0
7.4899708988348,3,2.5,7,0
6.85646198459459,2,1,6,0
7.98616486033273,6,3.75,7,0
6.8351845861473,2,2,7,0
8.42726848388825,3,2.5,12,0
7.77064523412918,3,2.5,8,0
8.14031554015999,5,2.75,10,0
8.17188200612782,4,3.5,10,0
7.71423114484909,3,2.25,9,0
7.90470391387375,4,2.5,8,0
7.88608140177575,3,2.5,8,0
7.83991936001258,5,2.75,8,0
7.7007477945118,4,2.25,8,0
8.18032087477368,4,4,10,0
8.14612951002541,4,2.5,9,0
7.75362354655975,4,1.75,8,0
7.43248380791712,4,2,7,0
6.93731408122368,3,1.5,7,0
7.84776253747361,5,2.75,8,0
7.57558465155779,4,2.5,7,0
8.38251828808963,4,2.25,10,0
7.7621706071382,4,2.5,7,0
8.05832730658096,4,2.5,7,0
7.79564653633459,4,2.5,8,0
7.20042489294496,3,1,5,0
6.9177056098353,3,1,6,0
7.47873482556787,3,2.25,8,0
7.09837563859079,3,2,7,0
8.11072758297449,4,3.25,9,0
7.12286665859908,3,1,7,0
7.13089883029635,3,1,7,0
7.99294454731811,4,2.5,10,0
6.73340189183736,2,1,6,0
7.33302301438648,3,1.75,7,0
8.22951111896446,4,3,10,0
7.67322312112171,4,2.25,7,0
7.35244110024358,4,3.25,7,0
7.62070508683826,3,1.75,7,0
6.75693238924755,2,1,6,0
7.4500795698075,3,1.5,7,0
7.64491934495886,4,2.25,7,0
7.66387725870347,4,2.25,8,0
7.17011954344963,2,1,6,0
7.1066061377273,2,1.75,6,0
7.79152281915073,4,3,7,0
7.98616486033273,4,2.5,9,0
7.86710550031674,3,2.5,9,0
7.539027055824,4,2,6,0
7.75362354655975,4,2.75,7,0
7.69621263934641,4,2.5,7,0
7.4500795698075,4,2,7,0
7.71868549519847,3,2.5,9,0
7.40245152081824,4,1,6,0
8.32603268595508,4,3.25,11,0
7.86326672400957,5,2.5,7,0
7.56008046502183,4,1.5,8,0
7.63046126178363,3,2,9,0
8.64997430265006,4,4.25,11,0
7.90838715929004,4,3,8,0
7.30653139893951,3,1.5,7,0
7.76641689801966,3,2.5,7,0
7.57044325205737,5,1,7,0
7.85166117788927,4,2.25,8,0
7.05617528410041,3,1,7,0
7.88608140177575,3,2.5,8,0
7.13886699994552,3,2.25,7,0
7.48436864328613,4,2.25,8,0
8.06463647577422,4,2.25,10,0
8.12563098847706,4,2.5,10,0
7.89729647259588,4,2.25,9,0
7.07326971745971,2,1,6,0
7.41457288135059,3,1,7,0
7.72312009226633,4,2.5,7,0
7.55485852104068,5,1.75,8,0
7.79564653633459,4,2,7,0
7.17011954344963,2,2,7,0
6.96602418710611,3,1,7,0
7.69621263934641,3,2.25,8,0
7.4500795698075,4,1.75,7,0
7.76641689801966,3,1.75,7,0
6.7093043402583,2,1,6,0
6.93731408122368,2,1,7,0
7.61579107203583,4,1.75,9,0
7.90100705199242,5,3.5,6,0
7.00306545878646,2,1.75,6,0
8.19422930481982,4,3.25,11,0
7.20042489294496,3,1.75,7,0
7.4899708988348,3,1.75,7,0
8.25062008217469,4,2.5,9,0
7.36518012602101,3,1.5,7,0
7.61085279039525,2,1,7,0
8.11072758297449,4,2.5,10,0
7.86710550031674,4,2.5,7,0
7.86710550031674,4,2.75,8,0
7.46164039220858,3,2.5,8,0
7.51752085060303,3,2,8,0
6.98471632011827,3,1.75,7,0
7.12286665859908,4,1.75,7,0
8.63408694288774,5,4.5,11,0
7.0647590277918,2,1,6,0
7.4730690880322,4,2.25,7,0
7.70975686445416,4,2.5,8,0
7.32646561384032,3,1.75,7,0
7.27931883541462,2,1,7,0
7.37775890822787,3,2.5,7,0
8.07713663853845,5,2.5,8,0
7.51207124583547,4,2.5,7,0
7.69621263934641,4,2.25,8,0
7.68248244653451,2,2.5,8,0
7.54960916515453,5,2.5,7,0
7.99294454731811,5,2.5,7,0
7.44424864949671,2,1.75,7,0
7.87092959675514,4,2.25,9,0
7.6685611080159,3,2,8,0
7.64969262371151,4,2.5,6,0
7.64969262371151,4,2.5,6,0
7.28619171470238,3,2.5,8,0
6.89770494312864,2,1,7,0
7.69165682281055,4,2.25,7,0
8.29154650988391,5,3.5,9,0
7.75790620835175,3,2.5,9,0
7.80791662892641,4,2,7,0
7.64012317269536,5,3,7,0
7.43838353004431,3,2,7,0
7.1929342212158,3,1.5,7,0
7.39633529380081,3,2.5,7,0
7.97933889526233,5,2.75,8,0
7.94803199063728,5,2.75,9,0
8.06777619577889,4,2.25,10,0
7.30653139893951,3,1.75,8,0
7.39633529380081,3,2.5,8,0
7.73193072194849,4,2.5,7,0
8.00969535774292,6,3.75,9,0
7.37148929521428,3,2.5,7,0
7.13089883029635,3,1,7,0
7.44424864949671,3,1,6,0
8.09559870137819,4,4,10,0
8.12029131396856,4,2.5,8,0
7.69621263934641,3,2.5,9,0
6.72142570079064,2,1.5,7,0
7.67786350067821,3,2.25,7,0
7.85554467791566,4,3,8,0
7.67322312112171,3,1,6,0
8.16337131645991,4,2.5,10,0
8.24538446812075,4,3.75,11,0
7.61085279039525,4,2.75,8,0
7.65917136766606,4,2.5,7,0
7.13089883029635,3,1,7,0
6.88755257166462,3,1,7,0
7.13089883029635,4,1.5,7,0
7.00306545878646,4,1,6,0
7.1929342212158,3,1.75,6,0
7.84776253747361,4,2.75,7,0
7.52294091807237,4,2.5,7,0
7.93379687481541,4,3,8,0
7.41457288135059,4,1,7,0
6.98471632011827,2,1,6,0
8.01631789850341,3,2,7,0
7.77485576666552,4,2.5,7,0
7.71868549519847,3,1.75,8,0
6.77992190747225,2,1,6,0
7.92660259918138,4,2.5,10,0
7.20042489294496,3,2,7,0
7.41457288135059,3,1.75,7,0
7.44424864949671,3,2.5,7,0
7.39018142822643,2,1.75,7,0
7.33302301438648,3,1.75,8,0
7.27239839257005,3,2,7,0
7.61085279039525,4,1.75,7,0
7.53369370984863,4,1.75,7,0
6.42971947803914,2,1,6,0
8.66112036022288,5,5,11,0
7.12286665859908,3,1,6,0
7.54433210805369,3,1.75,7,0
7.7873820264847,3,1.75,8,0
7.33302301438648,3,2.5,8,0
7.9373746961633,5,3.75,7,0
7.28619171470238,3,1.75,7,0
7.36518012602101,4,2,7,0
7.27931883541462,3,2,8,0
7.59588991771854,4,1.75,7,0
8.40514368760761,6,4,9,0
7.59085212368858,5,3,7,0
7.97933889526233,4,2.5,9,0
7.41457288135059,4,1.75,6,0
8.06777619577889,4,3.5,9,0
7.35244110024358,3,1.5,7,0
8.02289686960146,3,2.5,8,0
8.01631789850341,4,2.75,8,0
7.72312009226633,3,2.5,7,0
7.13886699994552,3,1,7,0
8.12266802334641,3,2.25,9,0
7.30653139893951,3,1.75,8,0
7.35883089834235,3,2.5,7,0
8.4096079807363,4,3.75,10,0
8.31630024903685,4,3.75,11,0
8.33086361322474,5,2.5,10,0
7.97246601597457,4,3,8,0
7.26542972325395,4,1.5,7,0
6.91572344863131,2,1.5,6,1
7.29979736675816,2,1.75,6,0
7.12286665859908,3,1.75,7,0
7.22256601882217,3,2,7,0
7.47873482556787,4,2.25,8,0
7.67786350067821,3,2.25,8,0
7.75790620835175,4,2.5,9,0
6.86693328446188,1,1,5,0
7.73193072194849,4,2.5,7,0
7.58578882173203,3,2,8,0
7.33302301438648,4,1.75,7,0
7.4899708988348,4,1.5,8,0
7.43838353004431,3,2.5,8,0
7.88608140177575,3,2,7,0
7.57558465155779,3,1.75,8,0
7.20042489294496,3,2,6,0
7.02997291170639,3,1,7,0
7.57558465155779,2,1.75,7,0
8.24012129807647,5,3.5,8,0
7.61085279039525,4,2.25,7,0
6.68461172766793,2,1,7,0
7.47873482556787,4,2,6,0
6.84587987526405,1,0.75,6,0
7.72312009226633,4,2.25,10,0
6.79122146272619,2,1,6,0
6.75693238924755,2,1,6,0
6.52209279817015,1,0.75,5,0
7.66387725870347,2,1.5,7,0
7.77904864492556,3,2.5,9,0
8.15708378502887,4,2.75,10,0
7.13886699994552,3,1.75,7,0
7.98616486033273,3,1.75,8,0
7.79975331828725,4,2.5,9,0
7.86326672400957,4,2.5,10,0
7.64012317269536,3,2,7,0
7.59588991771854,3,1,7,0
7.95155933115525,4,2.5,9,0
7.87473912517181,6,3,7,0
7.94449216393216,3,4.25,10,0
7.35244110024358,4,1,7,0
7.75362354655975,4,2.5,8,0
8.10772006191053,4,2.25,8,0
7.45587668749182,3,1.75,7,0
8.04237800517328,4,2.5,8,0
7.11476944836646,3,1,7,0
6.85646198459459,2,1.5,7,0
7.54433210805369,3,1.75,7,0
6.9177056098353,3,1.5,6,0
6.9177056098353,3,1,6,0
7.75790620835175,4,2.25,8,0
7.80791662892641,4,2.5,9,0
6.9177056098353,2,1,7,0
7.40853056689463,3,2.5,7,0
7.27239839257005,4,2,7,0
7.44424864949671,5,1,7,0
7.9229859587112,3,2.5,10,0
7.20785987143248,2,1,7,0
7.41457288135059,3,1.75,7,0
7.99294454731811,4,2.5,8,0
6.99393297522319,1,1,6,0
8.04237800517328,3,2.5,9,0
7.22983877815125,3,2,7,0
7.16239749735572,2,1,7,0
7.59085212368858,3,2.5,7,0
6.76849321164863,2,1,7,0
7.81197342962202,4,2.5,8,0
7.6685611080159,3,1.75,8,0
6.64639051484773,3,1,6,0
7.30653139893951,3,3.25,8,0
7.82803803212583,4,2.5,8,0
7.57558465155779,5,1.5,7,0
8.1886891244442,5,4,8,0
7.77485576666552,4,2.5,8,0
6.5792512120101,2,1,6,0
8.31139827843664,3,3.5,11,0
7.13089883029635,3,1,7,0
7.69165682281055,3,2.25,8,0
6.69703424766648,1,1,7,0
7.79975331828725,3,1.5,8,0
7.46164039220858,4,1.75,7,0
7.29979736675816,3,2.25,7,0
7.65917136766606,4,2.5,9,0
6.80239476332431,1,1,6,0
7.08170858610557,2,2,6,0
6.9177056098353,4,1,6,0
7.64969262371151,3,2.5,8,0
7.61085279039525,4,2.25,7,0
7.83201418050547,3,2,8,0
7.22256601882217,2,2.75,8,0
7.33302301438648,3,2.5,7,0
7.33302301438648,3,2.5,7,0
8.52516136106541,4,4.25,10,0
7.83597458172157,4,2.25,7,0
6.9177056098353,2,1.5,5,0
7.09007683577609,3,1,7,0
7.90838715929004,4,3,9,0
7.52294091807237,4,1.5,6,0
7.75790620835175,3,2.75,9,0
7.52833176670725,4,1.75,7,0
7.57044325205737,4,1.75,8,0
7.4265490723973,2,2,8,0
7.47873482556787,4,2.75,8,0
7.4899708988348,3,2.5,8,0
7.4500795698075,4,1.75,8,0
7.15461535691366,3,1,7,0
7.43248380791712,3,2.5,7,0
7.69165682281055,4,2.5,8,0
6.56526497003536,2,1,6,0
7.54433210805369,4,1.5,7,0
7.25134498337221,2,2,8,0
7.7007477945118,3,3.25,8,0
7.33953769540767,3,2,7,0
7.20785987143248,4,2,7,0
7.22983877815125,5,2,7,0
6.79122146272619,2,1,7,0
7.54960916515453,3,2.5,8,0
7.12286665859908,3,1,6,0
7.45587668749182,3,2.5,7,0
7.64491934495886,4,2.5,10,0
7.40853056689463,3,1.75,7,0
7.02997291170639,3,2.25,8,0
8.08332860878638,6,2.75,6,0
8.25322764558177,4,2.5,10,0
7.09007683577609,3,1,6,0
6.76849321164863,2,1,6,0
7.7873820264847,6,3.5,9,0
7.35244110024358,3,1.75,6,1
7.7873820264847,3,2.5,9,0
7.74066440191724,4,2.25,7,0
7.23705902612474,3,1,7,0
7.97933889526233,5,2.5,8,0
7.22256601882217,4,1.5,7,0
6.85646198459459,2,1,6,0
8.03592636989179,3,2.5,10,0
7.77904864492556,4,2.5,9,0
7.63530388625941,3,2.5,9,0
8.66042735950215,4,4.25,11,1
7.28619171470238,3,2.5,7,0
7.31986492980897,2,1.75,8,0
8.55256033525353,5,3.25,11,0
8.14031554015999,4,2.75,11,0
7.43838353004431,4,1.5,7,0
7.87853419614036,3,1.75,9,0
7.09007683577609,3,1,6,0
7.52294091807237,2,1.5,7,0
7.31986492980897,5,1.5,7,0
7.66387725870347,4,2,7,0
7.87853419614036,4,2.5,9,0
8.00636756765025,4,3,8,0
7.53369370984863,3,2,7,0
6.89770494312864,2,1,7,0
7.60339933974067,3,2,7,0
7.61579107203583,3,2.75,8,0
7.3132203870903,3,2.5,7,0
7.33302301438648,4,1,7,0
7.59588991771854,3,2.5,7,0
7.25841215059531,3,1.75,7,0
7.24422751560335,3,1,6,0
7.53369370984863,4,2.5,7,0
8.01961279440027,4,3,9,0
7.4899708988348,3,2,7,0
7.37148929521428,2,1.5,7,0
7.62559507213245,3,2,7,0
8.34759040703006,5,3.5,10,0
8.30152165494073,5,4.5,11,0
7.47873482556787,4,1.75,7,0
7.64969262371151,4,2.75,8,0
7.65917136766606,3,2.25,7,0
7.86326672400957,4,1.75,8,0
7.78322401633604,3,3,7,0
8.06463647577422,5,3.5,7,0
7.93379687481541,4,2,8,0
7.64012317269536,3,2.25,8,0
7.22256601882217,2,1.5,7,0
7.93379687481541,4,2.5,9,0
7.46164039220858,2,1,8,0
8.76405326934776,3,3.75,10,0
7.49554194388426,3,2.5,7,0
7.49554194388426,3,2.5,7,0
7.08170858610557,3,1.75,7,0
6.75693238924755,2,1,7,0
7.80791662892641,3,2,8,0
7.59085212368858,4,2.5,7,0
6.50727771238501,2,1,6,0
7.25134498337221,3,2,8,0
7.52833176670725,4,2.25,8,0
6.88755257166462,3,1,7,0
8.01961279440027,4,2.25,9,0
7.50108212425987,3,2.25,7,0
7.35244110024358,4,2,8,0
7.64969262371151,4,1.75,8,0
7.82404601085629,5,2,8,1
6.25382881157547,2,1,5,0
8.00969535774292,4,4,10,0
7.6685611080159,4,1.75,7,0
7.77904864492556,3,2.25,7,0
7.31986492980897,2,1,7,0
7.7007477945118,4,1.75,7,0
7.68248244653451,3,2.75,7,0
7.4899708988348,3,2.5,8,0
7.23705902612474,3,1.75,7,0
7.52294091807237,3,1.75,8,0
7.29979736675816,2,1.5,8,0
7.52294091807237,3,1.75,8,0
8.11671562481911,4,3.5,9,0
6.94697599213542,3,1,7,0
7.94093976232779,4,2.25,10,0
6.9177056098353,1,1.5,7,0
7.71868549519847,3,2.5,8,0
7.49554194388426,3,1.75,8,0
7.78322401633604,3,1,7,0
7.48436864328613,4,1,7,0
7.65917136766606,3,2.25,9,0
7.52833176670725,3,2.5,7,0
7.28619171470238,3,3.5,8,0
7.11476944836646,3,1,7,0
6.99209642741589,2,1,6,0
6.68461172766793,3,1,6,0
7.08170858610557,3,1,7,0
7.57044325205737,5,2.75,7,0
8.10167774745457,4,2.5,9,0
7.85941315469358,4,2.5,8,0
7.64012317269536,3,2,8,0
7.8935720735049,4,2.25,7,0
7.4205789054108,3,2.5,7,0
7.51207124583547,3,1,8,0
7.24422751560335,3,1.75,8,0
7.92660259918138,4,1.75,7,0
8.1969879272589,3,2.5,9,0
6.94697599213542,3,1,6,0
7.89729647259588,3,2.75,10,1
7.61085279039525,5,2,7,0
7.80384330353877,5,2.5,9,0
7.61579107203583,4,3,7,0
7.27931883541462,3,1,7,0
7.78322401633604,4,2.5,8,0
7.96206730875367,4,2.75,8,0
7.20042489294496,4,1,7,0
7.4265490723973,3,2.5,7,0
7.52294091807237,4,2,7,0
7.1066061377273,3,1,7,0
7.74932246466036,3,2.5,9,0
8.07713663853845,5,2.25,8,0
8.06777619577889,4,2.75,9,0
8.16905314992734,3,2.75,10,0
7.62559507213245,3,1.75,7,0
7.4500795698075,3,1.75,7,0
7.9550742732627,4,2.5,8,0
7.72753511047545,4,2.25,7,0
7.539027055824,3,2.25,8,0
7.92660259918138,4,2.5,8,0
8.4096079807363,4,3.75,12,0
8.04237800517328,4,2.5,9,0
7.76641689801966,4,2.5,8,0
7.68708015578313,3,2.5,8,0
7.55485852104068,2,1.75,8,0
7.72312009226633,4,2.5,9,0
7.47873482556787,3,1.75,7,0
7.28619171470238,3,2,7,0
7.64012317269536,4,2.75,8,0
7.99294454731811,5,2.25,8,0
8.07713663853845,4,2.5,9,0
7.03878354138854,3,1,7,0
7.41457288135059,4,2,8,0
7.26542972325395,4,1,7,0
7.50659178007084,3,3,8,0
8.17188200612782,4,3,8,0
7.39018142822643,4,1,7,0
8.03915739047324,4,2.75,8,0
7.3132203870903,4,1.75,7,0
7.94449216393216,4,2.5,9,0
7.52294091807237,3,1.75,6,0
7.35883089834235,4,2,7,0
7.74066440191724,4,2.75,8,0
6.82437367004309,2,1,6,0
7.37775890822787,3,2.5,8,0
7.87473912517181,3,2.5,9,0
8.01301211036892,4,2.75,8,0
7.30653139893951,3,1.75,7,0
7.05617528410041,3,1.5,7,0
7.62070508683826,4,2.5,8,0
7.34601020991329,2,2.5,8,0
7.59588991771854,4,2.25,8,0
7.54960916515453,3,2.25,7,0
8.25322764558177,5,3.5,9,0
7.78322401633604,4,3,7,0
7.41457288135059,3,1,7,0
8.70863965598719,4,5,12,0
7.61579107203583,3,2,8,0
6.73340189183736,2,1,7,0
7.27931883541462,4,2,7,0
7.28619171470238,3,1.5,7,0
7.60589000105312,5,1,9,0
7.97590836016554,4,2.5,9,0
7.539027055824,4,1.75,7,0
7.68248244653451,3,1.75,8,0
7.13886699994552,2,1,7,0
7.58578882173203,3,2.5,8,0
7.64491934495886,4,2.25,8,0
8.14612951002541,4,3.75,10,0
7.02997291170639,3,1.5,7,0
7.86326672400957,3,1.75,8,0
6.93731408122368,3,1,7,0
7.43838353004431,2,1,7,0
7.29979736675816,2,2.5,8,0
8.35467426191846,4,2.5,9,0
7.37775890822787,3,1.75,8,0
7.53369370984863,4,2,7,0
7.27239839257005,3,2.5,7,0
7.90838715929004,3,2.5,9,0
7.12286665859908,3,1.5,6,0
6.92755790627832,3,1,7,0
7.07326971745971,2,0.5,6,0
8.03268487596762,5,3.5,8,0
7.46737106691756,4,2.5,7,0
7.83597458172157,4,2.25,7,0
7.36518012602101,3,2.5,7,0
7.75790620835175,5,1.75,7,0
8.74830491237962,5,4,12,0
7.78322401633604,4,2.75,7,0
7.17011954344963,3,1.5,7,0
7.4730690880322,3,2,6,0
7.32646561384032,4,1.5,7,0
6.97541392745595,3,1.75,6,0
7.84776253747361,3,2,8,0
7.15461535691366,3,1,6,0
7.41457288135059,4,2.25,8,0
7.52833176670725,3,1.5,7,0
6.85646198459459,2,1,7,0
7.6685611080159,4,2.75,7,0
7.29979736675816,2,1.5,7,0
7.72312009226633,3,3,8,0
7.74066440191724,4,2.5,9,0
7.40853056689463,3,2.75,7,0
7.59588991771854,3,2,7,0
7.58069975222456,4,2,7,0
7.1777824161952,3,1.5,7,0
7.80384330353877,4,2.75,9,0
6.8134445995109,3,1,7,0
7.36518012602101,3,1.75,7,0
7.48436864328613,3,1.75,7,0
6.94697599213542,3,1.5,6,0
7.75790620835175,4,2.5,8,0
7.4500795698075,3,2.5,8,0
7.37775890822787,3,1.5,7,0
7.18538701558042,3,1.5,7,0
7.7621706071382,5,2.75,8,0
7.91571319938212,5,2.75,7,0
7.74066440191724,4,2.5,8,0
8.37793112408273,5,3,10,0
7.26542972325395,3,1.75,7,0
7.78322401633604,3,1.75,9,0
6.84587987526405,3,1,6,0
6.92755790627832,3,1,7,0
7.4265490723973,2,2,7,0
7.20042489294496,2,1,7,0
8.28399930424853,4,3.25,10,0
7.88231491898027,6,2,8,0
7.65917136766606,4,2.25,8,0
7.9550742732627,4,2.75,9,0
7.9550742732627,4,2,8,0
7.53369370984863,6,2,7,0
7.88608140177575,4,2,7,0
7.08170858610557,3,1,6,0
7.47873482556787,2,1,7,0
7.92660259918138,4,2.5,9,0
7.64012317269536,4,2.5,8,0
7.90100705199242,5,2.25,9,0
7.69621263934641,4,2.75,8,0
7.67786350067821,4,1.75,8,0
7.60589000105312,3,2.5,8,0
8.23747928861363,3,3.5,9,0
8.40290404501411,3,3.25,9,0
7.47873482556787,3,1.5,8,0
7.26542972325395,3,1,7,0
7.43838353004431,4,1.75,7,0
7.51207124583547,4,2,7,0
7.25134498337221,3,1.5,7,0
8.02617019494643,4,2.5,8,0
7.50659178007084,3,2,7,0
7.79564653633459,4,1.75,7,0
6.60665018619822,2,1,6,0
6.64639051484773,3,1,6,0
7.69621263934641,4,2.75,8,0
7.97933889526233,3,3,7,0
7.62070508683826,4,2.5,7,0
7.37775890822787,3,2,7,0
7.59588991771854,4,2.5,7,0
7.51207124583547,4,2.5,7,0
7.83991936001258,3,2.5,7,0
7.90100705199242,2,3.25,9,1
7.27239839257005,4,2,7,0
7.34601020991329,3,2,7,0
7.82003798945875,3,2.5,9,0
7.88231491898027,5,2.5,7,0
7.60090245954208,4,2.25,8,0
8.14322675036744,6,5,8,0
7.73193072194849,3,2.5,9,0
7.18538701558042,2,1.5,7,0
7.63530388625941,4,2.5,8,0
7.52833176670725,3,2,7,0
6.84587987526405,3,1,6,0
7.73630709654828,4,2.75,7,0
7.31986492980897,2,2,6,0
7.51207124583547,3,2,7,0
8.03592636989179,4,2.5,9,0
8.37562962709445,4,3.5,11,0
8.07090608878782,3,2.75,9,0
7.35244110024358,4,1,6,0
7.15461535691366,3,2,7,0
7.61085279039525,4,2.5,7,0
6.94697599213542,3,1,7,0
7.72312009226633,4,2.75,7,0
6.75693238924755,3,1,6,0
7.56008046502183,5,1,7,0
7.73630709654828,4,1.75,8,0
7.63530388625941,4,2.75,7,0
8.35467426191846,6,3,7,0
7.70526247486633,3,1.5,9,0
7.51752085060303,2,1.75,8,0
7.85941315469358,4,2.5,10,0
8.04237800517328,5,2,7,0
7.86326672400957,3,1.75,7,0
6.96602418710611,2,1,6,0
7.13089883029635,3,1.75,7,0
7.83201418050547,4,2.5,8,0
7.63530388625941,3,2.25,8,0
7.17011954344963,2,1,6,0
7.69165682281055,5,2,7,0
7.9229859587112,4,3,8,0
7.44424864949671,3,2.25,7,0
7.46737106691756,3,2,8,0
7.34729970074316,3,2.25,7,0
7.7621706071382,6,2,8,0
8.53895468319775,5,3.5,10,0
7.4500795698075,3,2.5,7,0
7.58069975222456,4,2.5,8,0
7.14677217945264,2,1,6,0
7.07326971745971,3,1.5,7,0
7.70975686445416,4,2.25,8,0
8.45531778769815,4,3.25,10,0
7.67322312112171,3,2.5,8,0
7.78322401633604,3,2.5,8,0
7.51207124583547,3,2.5,7,0
7.9373746961633,4,3,8,0
7.64491934495886,3,2.5,8,0
7.75790620835175,4,2.25,9,0
7.4205789054108,4,1.75,7,0
7.59588991771854,4,2.25,8,0
7.72753511047545,4,2.25,7,0
8.49902922078857,4,2.75,10,0
6.85646198459459,3,1,6,0
7.38398945797851,3,1.75,7,0
7.57044325205737,4,2.5,7,0
7.09837563859079,3,1,7,0
7.85166117788927,4,2.5,9,0
7.43838353004431,3,2.25,7,0
7.38398945797851,4,1,6,0
8.32360844234357,4,3.5,11,0
7.96554557312999,3,3.5,8,0
7.59588991771854,4,2.25,8,0
7.13886699994552,3,2,7,0
8.46589989702869,6,3.25,8,0
8.00969535774292,4,2.75,9,0
7.7873820264847,3,2.5,8,0
7.15461535691366,3,1.5,7,0
7.74932246466036,3,1,7,0
7.1066061377273,3,1,6,0
7.24422751560335,2,1.5,8,0
7.37148929521428,3,1.75,7,0
7.70526247486633,4,2.5,8,0
7.92660259918138,2,2.5,8,0
7.74196789982069,4,2.5,8,0
7.37775890822787,3,1.75,8,0
7.15461535691366,4,1.75,7,0
7.97246601597457,5,2.5,9,0
7.98956044933387,3,2.25,10,0
7.43838353004431,3,2.5,7,0
6.95654544315157,3,2.75,7,0
8.00302866638473,4,2.75,8,0
8.03915739047324,5,2.5,9,0
7.12286665859908,3,1,7,0
6.65929391968364,2,1,7,0
6.74523634948436,2,2.25,8,0
7.33953769540767,3,1.75,8,0
7.73193072194849,4,2.5,8,0
7.84384863815247,3,2.25,7,0
7.47873482556787,2,2,8,0
7.74932246466036,3,1.75,7,0
7.86326672400957,3,3.5,8,0
7.35883089834235,2,3.25,8,0
8.02617019494643,4,2.5,8,0
7.58069975222456,4,2.5,7,0
8.0925452638913,5,2.5,9,0
6.99393297522319,3,1,6,0
8.8305430106166,2,1.75,11,1
6.84587987526405,3,1,7,0
8.26359043261732,5,3.5,9,0
7.47873482556787,5,1.75,7,0
8.19973896063079,4,2.5,11,0
8.05832730658096,3,2.5,9,0
7.37148929521428,2,2.5,9,0
7.16239749735572,4,1,6,0
8.20385137218388,5,3,8,0
7.82003798945875,4,2.5,7,0
7.29301767977278,3,2.5,7,0
8.28399930424853,3,3.25,10,0
8.06777619577889,3,3.5,8,0
6.69703424766648,2,1,6,0
7.99967857949945,5,2.5,9,0
7.93020620668468,4,2.5,9,0
7.20042489294496,2,1,7,0
8.50309426703674,5,5,11,0
7.2152399787301,3,2,8,0
7.18538701558042,3,1.75,7,0
7.09837563859079,3,2,7,0
7.57044325205737,4,2.5,8,0
8.05832730658096,4,2.5,9,0
7.59085212368858,4,2.5,8,0
7.74932246466036,4,2.5,9,0
7.41457288135059,4,2,7,0
7.41457288135059,3,2.5,9,0
6.98471632011827,2,1,7,0
7.31986492980897,2,1,7,0
7.98956044933387,4,2.5,9,0
8.02943284058124,4,2.25,9,0
6.87729607149743,2,1,7,0
7.6685611080159,4,1.75,8,0
7.85166117788927,4,2.25,9,0
7.13886699994552,3,2.25,7,0
7.1066061377273,3,1,7,0
7.4500795698075,3,2,7,0
7.6685611080159,4,1,6,0
7.25841215059531,4,1.5,8,0
7.63046126178363,4,2.5,8,0
7.18538701558042,3,1,7,0
7.50108212425987,3,1.75,7,0
7.99967857949945,4,2.5,9,0
7.20785987143248,2,2,8,0
7.33953769540767,3,2,7,0
7.82803803212583,3,2.5,8,0
7.4205789054108,3,2.5,8,0
8.21338173703457,5,3.5,9,0
7.18538701558042,3,1,8,0
7.31986492980897,3,1.75,7,0
7.31986492980897,3,1.75,7,0
7.53369370984863,4,1.75,8,0
7.78322401633604,6,3,7,0
7.78322401633604,6,3,7,0
