"bedrooms","bathrooms","floors","waterfront","view","condition","grade","sqft_above","sqft_basement","zipcode","lat","long","sqft_living15","sqft_lot15","log_sqft_living","age","log_sqft_lot","age_renov"
4,2.5,2,0,0,4,9,2910,0,98075,47.5859,-121.991,2720,36728,7.97590836016554,30,10.4823175593954,0
3,2,1,0,0,4,7,1810,0,98007,47.5953,-122.14,1490,10800,7.50108212425987,57,9.45915167003897,0
4,2.5,2,0,0,4,9,3160,0,98033,47.6699,-122.195,3000,8281,8.05832730658096,22,9.0217190130337,0
2,2.75,3,0,0,3,9,1910,0,98119,47.6544,-122.373,1910,1879,7.55485852104068,15,7.22183582528845,0
3,1,1,0,0,3,6,1230,0,98106,47.5352,-122.361,1525,6026,7.11476944836646,70,8.38480400337049,0
4,2.5,2,0,0,3,9,2960,0,98038,47.3603,-122.037,2960,5361,7.99294454731811,11,8.73536440110389,0
3,2.25,2,0,0,3,8,2200,0,98092,47.2626,-122.218,2200,10002,7.69621263934641,29,9.03300635669327,0
2,1.5,1,0,0,4,7,1270,0,98003,47.3347,-122.304,1270,10200,7.14677217945264,70,10.3789450324643,0
4,2.5,2,0,0,3,9,2540,0,98030,47.3866,-122.169,2410,9383,7.83991936001258,25,9.46055419481306,0
4,3.25,2,0,0,5,8,3030,0,98029,47.5747,-122.014,2360,7632,8.01631789850341,29,9.13486223080023,0
3,1.75,1,0,0,4,7,1520,0,98008,47.6054,-122.118,1760,8580,7.32646561384032,60,9.0864763847538,0
4,2.5,2,0,0,3,7,1560,0,98168,47.514,-122.316,1160,7800,7.35244110024358,20,8.96187901267768,0
2,1,1,0,0,4,7,970,0,98103,47.6561,-122.332,1500,4560,6.87729607149743,110,8.42507790250843,0
5,3.75,2,0,0,3,9,3570,0,98019,47.7377,-121.974,3160,7882,8.18032087477368,12,9.59205908635435,0
3,1,1,0,0,4,6,860,490,98125,47.7098,-122.291,1130,7740,7.20785987143248,70,8.95415696658377,0
4,3.5,2,0,0,3,8,2290,1420,98056,47.5041,-122.186,1720,4276,8.21878715560148,15,9.24956108512946,0
4,1,1.5,0,0,4,7,1430,0,98092,47.3178,-122.174,1550,7938,7.26542972325395,34,9.03061544102949,0
3,1,1,0,0,3,6,940,0,98146,47.5006,-122.336,1100,8573,6.84587987526405,67,9.05613969089888,0
5,4.5,2,0,0,3,10,4300,0,98029,47.5557,-122.027,3950,12250,8.36637030168165,13,9.41328121597287,0
4,1.75,2,0,0,3,11,3990,0,98059,47.5305,-122.131,5790,13709,8.29154650988391,11,9.50822026940441,0
3,1,1.5,0,0,3,7,1380,0,98112,47.6261,-122.296,1690,4000,7.22983877815125,107,8.29404964010203,0
4,1.75,1,0,0,4,7,1010,1010,98059,47.5008,-122.162,1650,7865,7.61085279039525,54,8.97017781549238,0
3,1,1,0,0,3,6,780,700,98106,47.5175,-122.36,760,5040,7.29979736675816,73,8.6429443967218,0
2,1,1,0,0,4,5,1190,0,98027,47.524,-122.04,1730,12632,7.08170858610557,107,10.2038513706439,0
5,1.5,1,0,0,4,7,1560,990,98056,47.5014,-122.172,1380,6300,7.84384863815247,58,8.74830491237962,0
5,1.5,1,0,0,4,7,1560,990,98056,47.5014,-122.172,1380,6300,7.84384863815247,58,8.74830491237962,0
3,1.5,1,0,0,3,7,1500,0,98125,47.7274,-122.312,1500,6337,7.3132203870903,64,8.7533714210009,0
3,2.5,1,0,0,4,8,1760,1240,98008,47.6191,-122.112,2040,8250,8.00636756765025,54,9.01796847932873,0
3,1,1,0,0,3,7,1020,670,98178,47.4945,-122.258,1820,8865,7.43248380791712,50,8.35467426191846,0
4,4,1,0,0,4,11,2430,1960,98059,47.5283,-122.143,3090,12369,8.38708450606922,23,9.7887498750657,0
3,2.5,2,0,0,3,7,1560,0,98055,47.4733,-122.189,1660,4400,7.35244110024358,32,8.3187422526924,0
7,3,1,0,0,3,8,1690,1250,98155,47.7555,-122.307,1850,8031,7.98616486033273,40,9.06230429314878,0
3,1,1,0,0,3,7,990,140,98117,47.6856,-122.385,1800,4100,7.02997291170639,76,8.3187422526924,0
3,1,1,0,0,5,6,1020,0,98022,47.2093,-122,1420,8500,6.92755790627832,30,9.04038207416563,0
2,2,2,0,0,3,6,1310,0,98038,47.3496,-122.022,1310,2550,7.1777824161952,13,7.84384863815247,0
3,2.5,2,0,3,3,9,2570,0,98011,47.7408,-122.216,2490,9898,7.85166117788927,28,9.15767771939288,0
4,2,1,0,0,5,8,1010,1010,98115,47.7,-122.292,1250,6842,7.61085279039525,75,8.83448260862068,0
5,2,1,0,0,3,5,840,840,98144,47.5965,-122.311,1380,1260,7.4265490723973,111,8.08332860878638,0
4,2,1.5,0,0,4,7,1770,0,98007,47.5916,-122.146,1710,7700,7.47873482556787,55,8.94897560784178,0
4,2.75,2,0,0,3,10,3190,0,98075,47.5862,-122.029,2850,8416,8.06777619577889,23,9.30291955326928,0
4,2,1,0,0,5,6,1440,0,98058,47.4517,-122.082,1530,20037,7.27239839257005,55,8.98092720764838,0
3,2,1,0,0,5,7,1150,0,98178,47.498,-122.263,1980,6360,7.0475172213573,61,8.69951474821019,0
3,2.5,2,0,0,3,8,1860,0,98029,47.5703,-122.004,1840,3739,7.52833176670725,23,8.20467182895081,0
4,2.5,2,0,0,3,8,2430,0,98155,47.7402,-122.317,2260,7474,7.79564653633459,14,8.5569906612903,0
3,2.5,1.5,0,0,5,7,1940,0,98109,47.6372,-122.352,1440,4000,7.57044325205737,111,8.29404964010203,0
1,0,1,0,0,3,3,670,0,98022,47.2638,-121.906,1160,42882,6.50727771238501,51,10.6776846256962,0
2,1,1,0,0,3,7,880,0,98103,47.6868,-122.349,1370,3060,6.77992190747225,90,7.99631723179675,0
4,2.5,1,0,0,4,7,1330,600,98072,47.7407,-122.097,1470,12852,7.56527528189893,40,9.56071551376639,0
4,2.75,1,1,4,4,8,1560,1560,98034,47.7165,-122.259,2630,13868,8.04558828080353,54,8.9743648418466,0
3,2.5,2,0,0,3,8,1830,0,98092,47.3291,-122.17,1860,7017,7.51207124583547,23,8.72615667915661,0
4,2.5,2,0,0,4,10,3230,0,98027,47.4856,-122.069,2990,40234,8.0802374162167,30,10.6045781008504,0
2,1,1,0,0,4,6,700,0,98103,47.6846,-122.346,1560,4500,6.5510803350434,99,8.00636756765025,0
3,1.75,1,0,0,3,7,1010,0,98033,47.6703,-122.174,1500,8580,6.9177056098353,56,9.05718919248201,0
4,1.75,1,1,4,3,7,1410,1050,98178,47.5105,-122.238,2300,10061,7.80791662892641,56,9.21642184229205,0
4,2.5,2,0,0,3,8,2230,0,98031,47.3919,-122.184,2230,6137,7.70975686445416,14,8.51719319141624,0
3,2.5,2,0,0,3,7,1570,0,98118,47.5412,-122.288,1610,2582,7.35883089834235,14,7.96032362914884,0
5,3.5,2,0,0,5,7,2390,0,98042,47.3737,-122.115,1140,6600,7.77904864492556,40,8.79482492801452,0
4,3.25,2,0,1,3,10,3020,440,98115,47.6849,-122.273,3030,8680,8.14902386805177,67,8.95531908176395,19
6,3.5,2,0,0,3,8,1640,760,98034,47.7152,-122.162,1940,7350,7.78322401633604,30,9.06184036365774,0
6,4.5,1.5,0,0,4,8,2940,0,98034,47.7208,-122.182,2010,7500,7.98616486033273,51,8.9226582995244,0
5,5.25,2,1,4,3,12,5990,2020,98033,47.6767,-122.211,3430,26788,8.9884460400624,18,10.7258411615317,0
3,1.75,1,0,0,4,7,1570,0,98133,47.76,-122.34,1860,8639,7.35883089834235,58,9.03598698483141,0
3,3,1,0,0,3,7,1180,340,98034,47.7276,-122.181,2080,8000,7.32646561384032,50,8.9226582995244,0
3,1,1,0,0,4,7,1070,0,98023,47.3186,-122.373,1190,6532,6.97541392745595,46,8.7702838190984,0
2,0.75,1,1,3,4,5,440,0,98070,47.4339,-122.512,880,26289,6.08677472691231,74,9.02557583353109,0
4,2,1,0,0,5,7,1220,1220,98031,47.4142,-122.179,1370,9600,7.79975331828725,54,9.16951837745593,0
4,2.5,2,0,0,5,8,1800,860,98105,47.6609,-122.324,1510,3825,7.88608140177575,107,8.20849175174038,0
4,4,2,0,0,3,11,4460,0,98053,47.634,-121.997,3470,88519,8.40290404501411,16,11.5461861446647,0
3,2.5,2,0,0,3,9,2010,0,98027,47.545,-122.015,2350,3600,7.60589000105312,9,8.20712916807133,0
3,2.5,2,0,0,3,7,1450,0,98065,47.5318,-121.85,1970,3748,7.27931883541462,13,8.25582842728183,0
3,1.75,1,0,0,3,7,1400,0,98004,47.6272,-122.209,1810,10796,7.24422751560335,66,9.20029003612268,0
3,2,2,0,0,3,8,1500,0,98107,47.6748,-122.385,1550,5000,7.3132203870903,15,7.82404601085629,0
3,2.5,2,0,0,3,9,2500,0,98072,47.7441,-122.173,2790,7642,7.82404601085629,27,8.90842413949658,0
2,1.75,1,0,0,4,7,1000,280,98118,47.5569,-122.273,1550,6835,7.15461535691366,62,8.86925752279729,0
4,3.25,2,0,3,3,7,2420,960,98198,47.4092,-122.33,1920,7500,8.12563098847706,27,8.9226582995244,0
4,2.75,1,0,0,3,9,2210,700,98177,47.7557,-122.368,2420,26140,7.97590836016554,60,9.83627880284268,22
4,2.5,2,0,0,3,9,3060,0,98027,47.5393,-121.998,3240,6218,8.02617019494643,11,8.87346805533363,0
3,1,1,0,0,4,7,1330,0,98024,47.552,-121.89,1710,34787,7.1929342212158,40,10.6030888603359,0
4,2.5,2,0,0,4,10,3300,0,98029,47.576,-121.976,2880,213879,8.10167774745457,26,11.5320415821625,0
3,3.5,2,0,0,3,10,2500,750,98136,47.5533,-122.391,1650,6000,8.08641027532378,16,8.69951474821019,0
4,2.25,1,0,0,5,9,1570,960,98006,47.5612,-122.152,3030,9400,7.83597458172157,41,9.12695876303713,0
3,1,1,0,0,3,7,1830,0,98133,47.7654,-122.352,1840,10667,7.51207124583547,66,9.53964411911878,0
3,1,1,0,0,4,6,1170,0,98059,47.4954,-122.164,2080,8481,7.0647590277918,49,9.31470038730042,0
2,2,1,0,2,4,8,1680,1250,98070,47.4025,-122.463,2234,61011,7.98275770201111,37,9.55087577133177,0
2,1,1,0,0,3,7,1230,0,98133,47.7298,-122.34,1270,7560,7.11476944836646,56,8.93062646917358,0
3,2.5,2,0,0,3,8,1620,0,98058,47.4491,-122.12,1900,2943,7.39018142822643,15,7.98275770201111,0
3,1.75,1,0,0,3,7,1160,600,98118,47.5368,-122.267,1790,6225,7.4730690880322,61,8.58578598288185,0
4,1,1,0,0,3,7,1440,0,98188,47.4325,-122.291,1440,8466,7.27239839257005,58,9.01796847932873,0
2,1,1,0,0,3,6,1050,690,98168,47.4942,-122.304,960,8100,7.46164039220858,70,8.99961934066053,0
3,1,1.5,0,0,3,7,1270,0,98119,47.6368,-122.37,1710,3600,7.14677217945264,111,8.1886891244442,0
2,1,1,0,0,3,6,880,0,98115,47.6749,-122.323,890,3000,6.77992190747225,93,8.00636756765025,0
6,2.5,1,0,0,3,7,1370,1190,98125,47.7021,-122.287,2360,7800,7.84776253747361,56,9.02641753381525,0
5,2.75,1,0,0,3,7,1140,400,98106,47.533,-122.354,1630,4000,7.33953769540767,27,8.29404964010203,0
3,1.75,1,0,0,3,7,1150,0,98014,47.6503,-121.908,1200,7500,7.0475172213573,53,9.77480154490808,0
2,1,1,0,0,3,6,770,0,98155,47.7458,-122.298,1160,8149,6.64639051484773,69,9.00565049932022,0
4,3.75,1,0,0,4,10,2500,2110,98027,47.4599,-122,3050,41056,8.43598313599069,37,10.6016720246133,0
3,2.5,2,0,0,3,8,1850,0,98042,47.3755,-122.136,2210,5000,7.52294091807237,14,8.43315919580623,0
3,2.25,1,0,0,3,8,1290,550,98006,47.5497,-122.172,2110,8400,7.51752085060303,56,9.03598698483141,0
3,1.75,1,0,0,3,6,700,790,98118,47.5554,-122.27,2180,4000,7.30653139893951,104,8.24275634571448,0
3,1.75,1,0,0,3,6,700,790,98118,47.5554,-122.27,2180,4000,7.30653139893951,104,8.24275634571448,0
3,1,1,0,0,4,7,960,0,98003,47.3335,-122.305,1250,9769,6.86693328446188,65,9.22276289197474,0
4,2.25,1,0,0,3,8,1160,420,98027,47.569,-122.086,2020,7458,7.36518012602101,44,8.89658807179122,0
3,2.5,3,0,0,3,8,1260,0,98109,47.6277,-122.345,1340,1324,7.13886699994552,9,6.7900972355139,0
3,2,1,0,2,5,7,970,970,98116,47.5664,-122.389,1730,4640,7.57044325205737,77,8.7702838190984,0
4,1.75,1,0,3,4,8,1240,1250,98033,47.6851,-122.209,3210,7834,7.82003798945875,59,8.96622851422578,0
5,2.5,1.5,0,0,3,7,1890,630,98155,47.7733,-122.318,1830,14373,7.83201418050547,75,10.2382082561185,47
4,1.75,1,0,0,4,7,920,840,98115,47.679,-122.288,1680,5184,7.4730690880322,67,8.58597270681106,0
4,2.5,2,0,0,3,7,4190,0,98058,47.4394,-122.114,2480,6727,8.34045601291618,13,8.92319149068606,0
3,1,1,0,0,3,7,870,300,98199,47.6584,-122.391,1240,4400,7.0647590277918,66,8.38935981990635,0
3,2.5,2,0,0,3,7,1600,0,98038,47.386,-122.036,1520,3225,7.37775890822787,14,8.35960327084147,0
4,2,2,0,0,4,8,1800,960,98155,47.7484,-122.291,2490,13158,7.9229859587112,39,10.2266936098069,0
3,2.5,2,0,0,3,8,2090,0,98011,47.7498,-122.184,2090,6396,7.64491934495886,28,9.06566136060674,0
4,2.5,2,0,0,3,7,2320,0,98065,47.532,-121.88,2620,4539,7.74932246466036,18,8.28752842311176,0
5,3.25,2,0,3,3,9,3150,960,98122,47.617,-122.282,3890,7800,8.32117830749028,96,8.97714648480847,0
2,1,1,0,0,3,7,770,0,98001,47.2997,-122.269,1480,17334,6.64639051484773,39,9.76042516969429,0
3,1.75,1,0,0,3,7,1410,0,98014,47.6927,-121.913,1550,18615,7.25134498337221,35,9.6868850617653,0
4,3.5,2,0,0,3,10,2660,1000,98023,47.3076,-122.396,2780,10653,8.20521842639541,23,9.57505292759738,0
4,2.5,1,0,0,3,7,1190,990,98011,47.7419,-122.181,2070,7210,7.68708015578313,45,8.88322423027899,0
3,1,1,0,0,4,7,1110,0,98033,47.683,-122.176,1440,8400,7.01211529430638,57,8.92532141694389,0
3,2.5,2,0,0,3,8,2280,0,98001,47.3557,-122.278,2370,6443,7.73193072194849,19,8.91152994173656,0
4,2.5,2,0,0,3,9,2050,770,98118,47.5529,-122.281,1390,4635,7.94449216393216,4,8.72907355045174,0
4,2.5,1,0,0,3,7,800,770,98155,47.7757,-122.303,1340,9110,7.35883089834235,45,9.16951837745593,0
3,1.5,1,0,0,4,7,1200,0,98042,47.3434,-122.082,1350,11935,7.09007683577609,49,9.38723053877293,0
4,2,1.5,0,0,3,7,1710,0,98031,47.3947,-122.174,1710,7200,7.44424864949671,47,9.02256396449926,0
6,3.5,2,0,2,3,8,2400,600,98118,47.562,-122.279,1720,6360,8.00636756765025,48,8.7514744871409,0
4,3,2,0,0,3,8,2800,0,98038,47.3544,-122.013,2800,6977,7.9373746961633,15,8.96763166516713,0
3,2.25,2,0,0,3,7,1640,0,98034,47.7192,-122.176,1640,6789,7.40245152081824,28,8.89027283938025,0
3,2.75,1,0,0,3,7,1210,820,98108,47.5413,-122.299,1910,6365,7.61579107203583,38,8.8305430106166,0
4,2.5,2,0,0,3,8,2530,0,98042,47.351,-122.146,2330,7205,7.83597458172157,19,9.22572147401448,0
3,1,1,0,0,5,6,990,0,98002,47.2898,-122.221,1010,7420,6.89770494312864,57,8.91193433616143,0
2,1,1,0,0,4,6,790,0,98166,47.4413,-122.349,1930,11871,6.67203294546107,75,9.32670017309238,0
2,1,1,0,0,4,6,790,0,98166,47.4413,-122.349,1930,11871,6.67203294546107,75,9.32670017309238,0
3,1.75,1,0,0,3,6,1470,330,98030,47.3766,-122.184,1440,7483,7.49554194388426,33,8.95712413640568,0
3,1.75,1,0,0,4,7,1650,0,98028,47.7629,-122.268,2830,12600,7.40853056689463,56,9.46807856805489,0
4,2,2,0,0,3,8,1980,0,98072,47.7553,-122.092,2300,24640,7.59085212368858,79,10.0700607523619,33
4,2.75,1,0,0,4,7,1310,1030,98126,47.5559,-122.379,2020,6350,7.75790620835175,43,8.75621009188674,0
4,2.5,2,0,0,3,9,2790,0,98074,47.6085,-122.017,2450,6453,7.93379687481541,18,8.59840444684106,0
7,3,1,0,2,3,7,1400,1400,98056,47.5102,-122.183,2150,7333,7.9373746961633,54,9.16628398577926,0
2,1,1,0,0,3,6,1840,0,98072,47.7694,-122.124,2550,40089,7.51752085060303,62,11.3131565849725,0
3,1.5,1,0,0,2,7,1350,0,98092,47.3099,-122.09,2220,93825,7.20785987143248,51,11.3089593455583,0
4,2.5,3,0,0,3,9,3030,0,98117,47.6781,-122.369,1080,4922,8.01631789850341,12,8.2534880283459,0
4,2.5,2,0,0,3,8,1980,0,98014,47.6492,-121.908,1400,8500,7.59085212368858,9,8.51719319141624,0
4,2.5,2,0,2,3,10,3690,0,98075,47.5872,-121.972,3600,13609,8.21338173703457,21,9.51848661756032,0
5,4.5,2.5,0,0,3,10,2932,800,98112,47.6189,-122.288,2950,4000,8.22469956196723,16,8.39525152061099,0
2,1.75,1,0,0,3,8,1510,0,98053,47.7073,-122.012,1510,5912,7.31986492980897,12,8.83229585944401,0
3,1.75,1,0,0,4,7,1110,890,98117,47.6859,-122.399,1750,5000,7.60090245954208,96,8.51719319141624,0
3,2,1,0,0,5,7,1060,700,98058,47.4528,-122.163,1680,9165,7.4730690880322,40,9.34224544285612,0
3,1,1,0,0,4,7,1270,0,98056,47.5074,-122.175,1780,7520,7.14677217945264,59,8.93141980519298,0
5,2,1,0,0,3,8,1420,1200,98133,47.7338,-122.352,1360,7964,7.87092959675514,52,8.85794198480471,0
5,2.75,1,0,0,4,8,1690,940,98027,47.5196,-122.049,2440,10165,7.87473912517181,41,9.22670572606245,0
3,1.75,1,0,0,4,8,1330,940,98023,47.3077,-122.381,2090,8400,7.72753511047545,39,9.10497985631836,0
2,2.5,1,0,0,4,7,1940,470,98024,47.5629,-121.918,2460,310582,7.7873820264847,105,11.536309905203,28
3,2.75,3,0,0,3,8,1120,0,98103,47.6914,-122.343,1120,1087,7.02108396428914,18,6.78105762593618,0
5,2.75,1,0,0,4,7,1540,1490,98032,47.3661,-122.28,1790,7330,8.01631789850341,39,8.85366542803745,0
5,2.25,1.5,0,0,4,7,1720,400,98109,47.644,-122.353,1960,4000,7.65917136766606,107,8.29404964010203,0
4,2.5,2,0,0,3,8,1720,0,98092,47.3286,-122.208,2360,7700,7.4500795698075,17,8.66647489413199,0
4,2.5,2,0,0,3,9,2150,0,98052,47.7227,-122.098,2450,37981,7.67322312112171,32,10.5448413136668,0
3,4.5,2,1,3,3,9,3720,660,98166,47.4734,-122.365,2460,18512,8.38480400337049,49,10.7588386129709,27
3,2.25,2,0,0,4,8,2010,0,98029,47.5665,-122.023,2190,10168,7.60589000105312,31,9.37729445163902,0
5,2.5,2,0,0,5,8,1870,1280,98118,47.5506,-122.269,1550,5150,8.05515773181968,110,8.54675199365778,13
3,2.5,1,0,0,3,8,1770,730,98092,47.3282,-122.198,2670,23400,7.82404601085629,31,9.98874739648695,0
3,2.5,2,0,0,3,7,1690,0,98053,47.6793,-122.033,2120,5080,7.43248380791712,13,8.80116840193669,0
6,2.5,1,0,0,3,8,2060,1240,98059,47.5116,-122.163,2060,8745,8.10167774745457,37,9.51051903575725,0
3,2.5,3,0,0,3,8,1240,0,98103,47.6985,-122.34,1410,1355,7.12286665859908,14,7.01660968389422,0
3,2.5,2,0,0,3,8,2200,0,98030,47.3821,-122.207,2250,7240,7.69621263934641,23,8.88197518424887,0
3,1.75,1,0,0,5,7,980,640,98117,47.6886,-122.361,1400,3840,7.39018142822643,90,8.11969625295725,0
3,2.5,2,0,0,3,8,1780,640,98059,47.5093,-122.153,2420,9145,7.79152281915073,24,9.16868469670735,0
4,2.5,1,0,3,4,7,1530,1150,98198,47.4132,-122.328,1920,8600,7.8935720735049,50,8.99491694367711,0
4,3.25,2,0,0,3,9,4250,0,98004,47.6154,-122.21,2830,12821,8.35467426191846,13,9.05602301159183,0
3,2.5,1,0,0,3,9,2400,0,98058,47.3917,-122.084,2800,98010,7.78322401633604,21,11.5104423846764,0
3,1.75,1,0,0,3,8,1770,530,98133,47.7599,-122.343,2030,6000,7.74066440191724,75,9.39266192877014,0
2,2,2,0,0,3,8,800,120,98144,47.5926,-122.295,1150,1161,6.82437367004309,8,7.09090982207998,0
4,2.25,2,0,0,4,9,2350,0,98028,47.7473,-122.257,2880,14400,7.7621706071382,40,9.83091685970129,0
2,2.5,2,0,0,3,8,2630,0,98053,47.7106,-122.023,2305,7220,7.87473912517181,14,8.98180732337753,0
4,3,2,0,0,4,9,1610,560,98112,47.6196,-122.292,1670,4000,7.68248244653451,35,8.29404964010203,6
3,2.5,2,0,0,3,7,1700,0,98065,47.5305,-121.854,1970,4105,7.43838353004431,13,8.32482129876878,0
3,2.5,2,0,0,3,7,2470,0,98056,47.514,-122.189,2470,5064,7.81197342962202,12,8.42617379302907,0
3,1,1,0,0,4,7,1250,0,98072,47.7502,-122.108,1410,18200,7.13089883029635,47,9.76307539881938,0
3,3.5,1,0,0,3,10,3110,0,98004,47.6178,-122.209,3110,12433,8.04237800517328,14,9.60723552940128,0
3,2,1,0,0,3,7,1530,0,98011,47.736,-122.199,2040,8856,7.33302301438648,40,9.09661160664784,0
2,1,1,0,0,3,6,960,0,98136,47.5491,-122.386,1350,6250,6.86693328446188,101,8.74033674273045,0
3,1,1,0,0,4,7,1240,0,98058,47.4579,-122.09,2060,19350,7.12286665859908,45,9.55463904484686,0
4,2.75,2,0,1,4,7,2440,0,98198,47.4117,-122.333,2280,9250,7.79975331828725,60,9.63880560431341,0
3,1.75,1,0,0,3,8,1620,700,98058,47.4524,-122.146,1990,9720,7.74932246466036,50,8.97144846369383,0
3,2.25,1,0,0,3,8,1200,380,98058,47.4394,-122.14,1710,7241,7.36518012602101,36,8.78889830934488,0
4,2.5,2,0,0,3,9,2963,0,98030,47.3831,-122.185,2665,6119,7.99395754757357,11,8.66509582133973,0
3,2.25,2,0,0,3,8,2230,240,98058,47.4459,-122.124,1970,10150,7.81197342962202,33,9.23892782882809,0
3,1.5,1,0,0,3,6,1370,0,98168,47.4738,-122.263,1650,10176,7.22256601882217,70,9.2277872855799,0
2,1,1,0,0,4,6,960,0,98070,47.3356,-122.502,1860,28717,6.86693328446188,33,10.2652445608817,0
3,1,1,0,0,3,7,880,250,98117,47.6973,-122.389,2190,5250,7.02997291170639,70,8.9226582995244,0
4,4.25,2,0,0,3,12,4930,0,98092,47.3069,-122.148,3620,23035,8.50309426703674,12,10.1547908696442,0
3,1,1,0,0,4,6,800,350,98116,47.5588,-122.392,1220,5120,7.0475172213573,71,8.54090971803355,0
4,2.5,2.5,0,0,5,8,2190,0,98040,47.5786,-122.236,1880,7350,7.69165682281055,59,8.90245559220688,0
2,1.5,1,0,0,3,7,930,560,98126,47.5344,-122.381,1320,4080,7.30653139893951,61,8.31385226739821,0
3,2.5,1,0,0,3,8,1300,1300,98033,47.6984,-122.201,1860,10401,7.86326672400957,13,9.22847494217167,0
3,1.75,1,0,0,3,7,1200,330,98042,47.3594,-122.076,1680,9680,7.33302301438648,29,9.16951837745593,0
4,2,1,0,0,3,7,980,700,98115,47.6858,-122.286,1680,6000,7.4265490723973,67,8.51719319141624,0
3,1.75,1,0,0,4,7,1680,0,98133,47.7338,-122.332,1290,8147,7.4265490723973,54,9.06508335931904,0
4,3,2,0,0,4,7,1900,0,98042,47.3768,-122.117,1690,7194,7.54960916515453,29,8.88100262425557,0
3,1,1,0,0,3,7,1570,0,98177,47.7683,-122.359,1570,9100,7.35883089834235,63,9.15556734612889,0
3,1,1,0,0,4,7,1150,220,98024,47.5617,-121.859,1460,47044,7.22256601882217,87,9.7902628618215,0
2,2,1,0,0,3,8,1350,0,98053,47.7106,-122.03,1660,4225,7.20785987143248,14,8.34877453979127,0
6,2.5,2,0,0,3,8,3010,0,98177,47.7209,-122.372,2560,11532,8.00969535774292,48,9.79054279351999,0
3,1,1,0,0,4,6,1010,0,98019,47.7422,-121.981,1380,8128,6.9177056098353,40,8.96673897875958,0
3,2.5,2,0,0,3,8,2050,0,98003,47.3487,-122.304,2050,7264,7.62559507213245,17,8.88253050843362,0
3,1,1,0,0,3,7,1170,500,98115,47.6899,-122.321,1560,4080,7.4205789054108,50,8.31385226739821,0
5,2.5,2,0,0,3,11,3840,0,98023,47.2996,-122.342,3270,12133,8.25322764558177,26,9.73536471514199,0
4,2,1,0,0,3,7,1200,1020,98042,47.361,-122.116,1300,9709,7.70526247486633,51,9.55534751104723,0
4,2.5,1,0,0,4,8,1640,950,98155,47.7752,-122.285,2710,10970,7.85941315469358,39,9.16219999664825,0
3,1,1,0,0,4,7,1180,0,98058,47.4551,-122.154,1460,11730,7.07326971745971,50,9.52149480061311,0
4,2.5,2,0,0,3,7,2950,0,98059,47.479,-122.129,2120,4750,7.98956044933387,11,8.48384321173468,0
6,6,2,1,4,4,12,5000,2390,98040,47.5631,-122.21,4320,24619,8.90788301394225,26,10.1197676038289,0
3,2.75,2,0,0,3,9,2150,0,98014,47.6596,-121.96,2650,38307,7.67322312112171,21,10.3493905814177,0
4,2,1,0,0,4,7,2100,0,98008,47.6115,-122.124,1280,9102,7.64969262371151,59,9.09155683598622,0
3,1.75,1,0,0,3,7,1100,550,98092,47.3187,-122.182,1280,8073,7.40853056689463,37,8.99628043939502,0
3,1.75,2.5,0,0,3,9,1430,190,98102,47.6498,-122.321,1750,1572,7.39018142822643,12,7.18916773842032,0
4,1,1,0,0,4,7,1750,0,98072,47.743,-122.097,1550,14120,7.46737106691756,50,9.43572141823058,0
3,1.5,2,0,0,3,7,1380,0,98034,47.7085,-122.217,1420,8187,7.22983877815125,31,8.8034242116007,0
3,1.75,1,0,0,3,7,1210,300,98155,47.7571,-122.328,2080,9076,7.31986492980897,52,9.32670017309238,0
3,1.5,1,0,0,4,7,1600,0,98030,47.3737,-122.216,1710,8000,7.37775890822787,54,9.11294802596753,0
4,2.5,2,0,0,3,8,1840,0,98038,47.4306,-122.049,1890,65340,7.51752085060303,17,12.3027818462482,0
2,1,1,0,0,2,6,830,0,98166,47.4784,-122.335,980,7590,6.72142570079064,74,8.93458687038968,0
3,3.5,2,0,0,4,8,1440,370,98122,47.607,-122.305,1480,3600,7.50108212425987,8,7.5207764150628,0
2,1,1,0,0,3,7,910,0,98115,47.6999,-122.305,1260,7528,6.8134445995109,65,8.85366542803745,0
4,2,2,0,0,3,9,2120,0,98112,47.6227,-122.31,2090,3600,7.65917136766606,112,8.11969625295725,0
4,2.25,2,0,0,4,8,2510,0,98027,47.4569,-122.02,2510,69696,7.82803803212583,40,11.8035706430852,0
5,2.25,1,0,0,3,8,1600,500,98033,47.6737,-122.169,2100,8661,7.64969262371151,43,8.84448051846038,0
2,2.25,1,0,2,3,8,1870,820,98023,47.3361,-122.353,2690,15000,7.89729647259588,30,9.61580548008435,0
4,2.5,1,0,0,5,8,1590,840,98155,47.7761,-122.285,2430,9600,7.79564653633459,49,9.38176948760371,0
4,3.75,2,0,0,3,7,2452,0,98055,47.4744,-122.213,1180,4800,7.8046592970561,81,8.47637119689598,23
2,1.75,1,0,1,3,7,1550,0,98199,47.6712,-122.409,2360,6000,7.34601020991329,97,8.69951474821019,0
3,2.5,2,0,0,3,8,2080,0,98074,47.6036,-122.014,1530,5606,7.64012317269536,18,8.42420032456707,0
3,1.75,1,0,0,5,7,1290,0,98144,47.5873,-122.29,2020,5850,7.16239749735572,101,8.26100978602383,0
2,1.75,2.5,0,0,4,7,1850,0,98122,47.6106,-122.31,1500,1795,7.52294091807237,114,7.83597458172157,0
